dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label
0.019994,tcp,-,FIN,52,54,3182,39076,5251.5757,1248774.6,15345804.0,7,20,0.39224,0.372942,21.837023,21.20772,255,30994329,31300607,255,0.000731,0.000593,0.000138,61,724,0,0,1,1,0,0,0,0,Normal,0
0.290758,tcp,-,FIN,26,26,4552,2872,175.4036,120430.04,75994.47,7,7,11.61796,11.6074,743.8209,20.354826,255,2395469070,253981927,255,0.000716,0.00057,0.000146,175,110,0,0,1,1,0,0,0,0,Normal,0
1.192753,tcp,http,FIN,14,18,1684,10168,25.990294,10490.018,64415.688,3,5,91.72108,70.12,10183.695,8919.662,255,3597115446,3594704144,255,0.000885,0.00071,0.000175,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.415406,tcp,ftp-data,FIN,6,8,320,1838,31.294685,5141.9575,30986.555,1,2,83.0212,59.27443,5861.0083,144.90192,255,3848848000,3984386769,255,0.000612,0.000481,0.000131,53,230,0,0,1,1,0,0,0,0,Normal,0
0.000986,udp,dns,CON,2,2,130,162,3042.5962,527383.3,657200.75,0,0,0.009,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
0.001021,udp,dns,CON,2,2,146,178,2938.296,571988.25,697355.56,0,0,0.009,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.00104,udp,dns,CON,2,2,146,178,2884.6155,561538.44,684615.4,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.336933,tcp,smtp,FIN,54,44,37938,3484,287.89108,884116.44,80846.94,19,8,6.471942,7.824163,617.9368,20.750408,255,3001328152,3002300815,255,0.000616,0.00049,0.000126,703,79,0,0,1,1,0,0,0,0,Normal,0
0.004057,tcp,-,FIN,12,12,1064,2260,5669.214,1924574.9,4085777.8,4,4,0.337545,0.314636,17.169046,0.373473,255,2505523034,360455400,255,0.000717,0.000587,0.00013,89,188,0,0,1,1,0,0,0,0,Normal,0
0.667508,tcp,-,FIN,10,6,546,268,22.471642,5896.5586,2684.612,2,1,74.16756,118.5984,3868.6348,207.78801,255,3830354107,2427186598,255,0.161072,0.073883,0.087189,55,45,0,0,1,1,0,0,0,0,Normal,0
0.084016,tcp,-,FIN,60,64,3614,50140,1464.0068,338411.72,4699771.5,7,24,1.41861,1.32546,91.204765,88.82803,255,2818927933,673783368,255,0.000622,0.000509,0.000113,60,783,0,0,1,1,0,0,0,0,Normal,0
0.001088,udp,dns,CON,2,2,146,178,2757.3528,536764.7,654411.75,0,0,0.009,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.824237,tcp,http,FIN,10,8,802,1088,20.625135,7007.6934,9240.061,2,2,91.58189,100.60943,5024.5513,179.55846,255,1913076679,1694646598,255,0.191748,0.119226,0.072522,80,136,1,194,2,2,0,0,4,0,Normal,0
0.023187,tcp,-,FIN,18,20,4096,2560,1595.7217,1334885.9,839090.9,7,7,1.344824,1.191526,147.03635,3.984862,255,3727670719,3730906435,255,0.000673,0.000545,0.000128,228,128,0,0,1,1,0,0,0,0,Normal,0
3.989768,tcp,-,FIN,240,438,13766,548216,169.68405,27488.314,1096735.5,21,197,16.692305,9.128838,5578.6396,4130.909,255,176159328,181217654,255,0.000581,0.000463,0.000118,57,1252,0,0,1,1,0,0,0,0,Normal,0
0.59033,tcp,-,FIN,22,24,1920,4312,76.22855,24840.344,56009.35,6,6,28.094048,25.64252,2252.3958,2150.0515,255,1272653611,3422498991,255,0.00067,0.000549,0.000121,87,180,0,0,2,1,0,0,0,0,Normal,0
0.001087,udp,dns,CON,2,2,130,162,2759.8896,478380.88,596136.1,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
0.002858,tcp,ftp-data,FIN,6,8,320,1826,4548.6353,747375.75,4473058.0,1,2,0.5078,0.339857,28.450514,0.543382,255,1666612050,1670376668,255,0.000605,0.000473,0.000132,53,228,0,0,1,1,0,0,0,0,Normal,0
0.004866,tcp,-,FIN,22,14,1470,1728,7192.7666,2308261.5,2638717.8,5,4,0.231714,0.316692,14.788949,0.455275,255,1945956214,4095828944,255,0.00077,0.000627,0.000143,67,123,0,0,1,1,0,0,0,0,Normal,0
0.001756,udp,-,CON,4,4,544,304,3986.3325,1858770.0,1038724.4,0,0,0.447,0.231,0.625791,0.319615,0,0,0,0,0.0,0.0,0.0,136,76,0,0,1,1,0,0,0,0,Normal,0
0.424264,tcp,-,FIN,30,12,24418,642,96.63794,445100.22,11106.292,12,3,14.454758,36.551186,1147.333,56.357822,255,3354776135,3763028826,255,0.046535,0.022193,0.024342,814,54,0,0,1,1,0,0,0,0,Normal,0
0.001018,udp,dns,CON,2,2,146,178,2946.9548,573673.9,699410.6,0,0,0.006,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
1.374653,tcp,http,FIN,364,746,19410,1087890,806.7491,112650.98,6322654.5,2,370,3.786025,1.844515,218.81094,125.649414,255,3489239527,1340641178,255,0.000607,0.000485,0.000122,53,1458,1,524288,1,1,0,0,1,0,Normal,0
7e-06,udp,-,INT,2,0,1130,0,142857.14,645714300.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,565,0,0,0,7,1,0,0,0,0,Normal,0
1.234816,tcp,ssh,FIN,70,60,12472,12716,104.46901,79649.12,81016.125,17,17,17.895885,20.91888,1312.7211,1416.8927,255,2461491020,312165443,255,0.000597,0.000485,0.000112,178,212,0,0,1,1,0,0,0,0,Normal,0
0.055972,tcp,-,FIN,72,74,4238,63516,2590.581,597441.56,8955621.0,7,30,0.783873,0.758589,55.46688,50.235275,255,428152896,428463452,255,0.00073,0.000586,0.000144,59,858,0,0,1,1,0,0,0,0,Normal,0
0.750084,tcp,-,FIN,10,8,534,354,22.66413,5130.0923,3306.2964,2,1,80.09267,93.21929,4967.2554,138.8281,255,3725907404,1729204512,255,0.181308,0.09754,0.083768,53,44,0,0,1,1,0,0,0,0,Normal,0
0.025674,tcp,-,FIN,52,54,3182,39076,4089.7405,972501.4,11950767.0,7,20,0.5068,0.471943,30.875921,29.330036,255,21843668,22173323,255,0.000802,0.000652,0.00015,61,724,0,0,1,1,0,0,0,0,Normal,0
0.058148,tcp,-,FIN,42,42,2646,23508,1427.3922,355369.06,3157322.8,7,14,1.410073,1.405805,89.849266,2.479627,255,1758873157,3952005304,255,0.000618,0.000507,0.000111,63,560,0,0,1,1,0,0,0,0,Normal,0
0.00092,udp,dns,CON,2,2,146,178,3260.8694,634782.6,773913.0,0,0,0.005,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
2.018523,tcp,-,FIN,112,20,138237,870,64.89894,542983.2,3277.644,53,1,17.7269,102.904945,2590.3635,205.54196,255,2854572904,375054820,255,0.154205,0.063319,0.090886,1234,44,0,0,1,1,0,0,0,0,Normal,0
0.022355,tcp,smtp,FIN,52,42,37268,3380,4160.143,13080564.0,1180943.9,18,8,0.44042,0.532146,23.41116,0.999128,255,1945564980,1946586313,255,0.000672,0.000534,0.000138,717,80,0,0,1,1,0,0,0,0,Normal,0
0.001071,udp,dns,CON,2,2,146,178,2801.1204,545284.75,664799.25,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,2,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.26,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,1,0,0,0,1,Normal,0
29.97281,tcp,-,CON,12,4,1956,172,0.500454,478.56708,34.431206,6,3,2724.801,9654.573,274629.25,13653.621,255,2871920220,421724959,255,0.281932,0.261527,0.020405,163,43,0,0,2,2,0,0,0,0,Normal,0
0.000945,udp,dns,CON,2,2,130,162,3174.6033,550264.56,685714.3,0,0,0.003,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
0.001014,udp,dns,CON,2,2,146,178,2958.5798,575936.9,702169.6,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,1,0,0,0,0,Normal,0
0.004331,udp,-,CON,4,4,568,312,1616.2549,786885.25,432232.72,0,0,1.169,0.981667,1.643318,1.383336,0,0,0,0,0.0,0.0,0.0,142,78,0,0,1,1,0,0,0,0,Normal,0
0.013715,tcp,-,FIN,16,18,1540,1644,2406.1248,842289.5,905869.5,4,4,0.8936,0.761412,59.96052,1.386338,255,1307231834,3463017698,255,0.000906,0.000767,0.000139,96,91,0,0,5,1,0,0,0,0,Normal,0
0.582092,tcp,http,FIN,10,8,848,1110,29.205006,10500.059,13358.713,2,2,64.67689,70.961,3850.125,151.02437,255,3801537719,3656289688,255,0.119019,0.065851,0.053168,85,139,1,131,2,1,0,0,1,0,Normal,0
1.005374,tcp,http,FIN,12,18,1580,10168,28.844988,11530.038,76421.31,3,5,91.365,59.107063,9527.721,7674.1636,255,1946846064,1947864342,255,0.000678,0.000549,0.000129,132,565,1,0,1,1,0,0,1,0,Normal,0
0.514605,tcp,-,FIN,10,10,608,646,36.921524,8519.155,9047.717,2,3,57.178333,50.012554,2978.2065,73.553955,255,3701651844,2276261488,255,0.123236,0.063896,0.05934,61,65,0,0,1,1,0,0,0,0,Normal,0
0.00472,tcp,-,FIN,22,14,1470,1728,7415.254,2379661.0,2720339.0,5,4,0.236,0.307077,14.47225,0.390606,255,2881798863,736741790,255,0.000746,0.000602,0.000144,67,123,0,0,1,1,0,0,0,0,Normal,0
59.984226,arp,-,INT,2,0,92,0,0.016671,6.134946,0.0,0,0,60000.67,0.0,14.505893,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,0,0,0,1,Normal,0
0.290175,tcp,-,FIN,22,24,2054,2478,155.07884,54063.93,65477.73,6,6,13.801,12.589261,846.06555,812.6035,255,2201888,2147888545,255,0.000763,0.000613,0.00015,93,103,0,0,1,1,0,0,0,0,Normal,0
1.336633,tcp,http,FIN,14,18,1684,10168,23.192604,9360.835,57481.75,3,5,102.792076,78.59312,9157.372,8016.2007,255,724560413,763961991,255,0.000686,0.000546,0.00014,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.001063,udp,dns,CON,2,2,146,178,2822.2014,549388.56,669802.5,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.753354,tcp,-,FIN,28,30,4656,3080,75.66164,47680.105,31623.91,7,7,27.890554,25.958794,1695.2726,44.661926,255,3361017214,1312212060,255,0.000709,0.000544,0.000165,166,103,0,0,1,1,0,0,0,0,Normal,0
0.004054,tcp,http,FIN,8,10,1058,822,4193.389,1827331.0,1460286.1,2,2,0.530143,0.39,34.294228,0.719274,255,1115106358,3265740864,255,0.000667,0.000541,0.000126,132,82,1,82,1,1,0,0,1,0,Normal,0
0.001741,udp,-,CON,4,4,544,304,4020.6777,1874784.6,1047673.75,0,0,0.451667,0.208333,0.633803,0.288974,0,0,0,0,0.0,0.0,0.0,136,76,0,0,1,1,0,0,0,0,Normal,0
0.001218,udp,dns,CON,2,2,146,178,2463.0542,479474.56,584564.9,0,0,0.009,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
0.00105,udp,dns,CON,2,2,132,164,2857.143,502857.16,624761.94,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
0.000999,udp,dns,CON,2,2,130,162,3003.003,520520.5,648648.6,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,1,0,0,0,0,Normal,0
1.071985,tcp,http,FIN,12,18,1580,10168,27.052616,10813.584,71672.64,3,5,97.42173,63.02841,10032.3125,8081.5776,255,1556818928,1557833716,255,0.000631,0.000495,0.000136,132,565,1,0,2,1,0,0,1,0,Normal,0
0.018271,tcp,-,FIN,16,18,1540,1644,1806.141,632258.8,679984.7,4,4,1.194867,1.047059,72.57869,2.063845,255,1424652729,1429676252,255,0.00059,0.000468,0.000122,96,91,0,0,12,1,0,0,0,0,Normal,0
0.47733,tcp,-,CON,6,2,978,86,14.664907,13659.313,720.6754,2,1,95.466,0.003,5032.3247,0.0,255,1433749868,2401319529,255,0.31851,0.272505,0.046005,163,43,0,0,2,1,0,0,0,0,Normal,0
0.00111,udp,dns,CON,2,2,146,178,2702.703,526126.1,641441.44,0,0,0.008,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
1.098881,tcp,http,FIN,14,18,1684,10168,28.210516,11386.128,69918.4,3,5,84.50261,64.6113,8803.731,7708.9937,255,3405611250,3402408077,255,0.000632,0.000485,0.000147,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.767141,tcp,http,FIN,10,8,836,1340,22.160204,7852.533,12232.432,2,2,85.23789,97.10657,5304.9824,203.77165,255,3441204566,3833515860,255,0.092106,0.066717,0.025389,84,168,1,245,2,1,0,0,1,0,Normal,0
0.004181,tcp,-,FIN,22,14,1470,1728,8371.203,2686438.8,3071035.8,5,4,0.20905,0.270154,12.610682,0.356777,255,504549046,504831956,255,0.000673,0.000538,0.000135,67,123,0,0,1,1,0,0,0,0,Normal,0
0.053991,tcp,-,FIN,72,74,4222,64070,2685.6328,616991.7,9365264.0,7,30,0.756056,0.731233,45.473446,44.569027,255,1855014011,1855316429,255,0.000734,0.000603,0.000131,59,866,0,0,1,1,0,0,0,0,Normal,0
0.004077,tcp,ftp-data,FIN,14,8,8928,424,5150.846,16268825.0,727986.25,4,1,0.313615,0.571167,17.068008,1.162247,255,1656289077,3812979352,255,0.000649,0.000524,0.000125,638,53,0,0,1,1,0,0,0,0,Normal,0
0.043646,tcp,-,FIN,52,54,3182,39076,2405.7188,572057.0,7029831.0,7,20,0.849255,0.801792,59.750774,57.92912,255,1620797672,3770669435,255,0.001259,0.001144,0.000115,61,724,0,0,1,1,0,0,0,0,Normal,0
0.016972,tcp,-,FIN,48,50,2958,33044,5715.296,1365543.2,15264671.0,7,18,0.354532,0.335061,20.132093,19.486952,255,1523253503,1541504588,255,0.000684,0.000551,0.000133,62,661,0,0,1,1,0,0,0,0,Normal,0
0.024863,tcp,-,FIN,52,54,3182,39076,4223.143,1004223.2,12340587.0,7,20,0.49114,0.457302,27.34933,27.311796,255,2818124122,668846026,255,0.000764,0.000617,0.000147,61,724,0,0,1,1,0,0,0,0,Normal,0
30.517632,tcp,-,FIN,22,24,1920,4312,1.474557,480.50912,1083.4392,6,6,1453.2043,1326.826,145766.5,139291.34,255,2536547111,2536874122,255,0.00076,0.000621,0.000139,87,180,0,0,2,1,0,0,0,0,Normal,0
0.28565,tcp,-,FIN,16,18,1540,1644,115.525986,40441.098,43493.785,4,4,19.022734,16.559235,1113.4388,31.664654,255,2064782634,4247362509,255,0.004313,0.004134,0.000179,96,91,0,0,12,1,0,0,0,0,Normal,0
0.06596,tcp,-,FIN,88,92,5070,83812,2713.766,608004.9,10054700.0,7,39,0.75431,0.719165,43.904575,42.95182,255,2852387046,2852646906,255,0.00061,0.000515,9.5e-05,58,911,0,0,1,1,0,0,0,0,Normal,0
0.001025,udp,dns,CON,2,2,130,162,2926.8293,507317.06,632195.1,0,0,0.01,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,1,0,0,0,0,Normal,0
0.472662,tcp,-,CON,6,2,986,86,14.809737,13912.69,727.7928,2,1,94.5324,0.001,5618.5293,0.0,255,2350647646,2363197693,255,0.388289,0.216776,0.171513,164,43,0,0,3,1,0,0,0,0,Normal,0
0.018079,tcp,-,FIN,16,18,1540,1644,1825.3223,638973.44,687206.2,4,4,1.184867,1.036588,72.16951,2.036004,255,3849595226,1705081103,255,0.000567,0.000454,0.000113,96,91,0,0,6,1,0,0,0,0,Normal,0
0.001059,udp,dns,CON,2,2,146,178,2832.861,551463.6,672332.4,0,0,0.008,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.001073,udp,dns,CON,2,2,132,164,2795.8994,492078.28,611370.0,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
4.417895,tcp,http,FIN,352,746,18786,1087890,248.3083,33922.04,1967329.8,2,370,12.585664,5.92879,750.52246,492.7793,255,1314232838,3471958021,255,0.001078,0.000943,0.000135,53,1458,1,0,1,1,0,0,1,0,Normal,0
0.026925,tcp,-,FIN,60,62,3598,48710,4493.965,1051513.5,14239555.0,7,24,0.466895,0.43765,25.557903,24.888067,255,3674976061,1529907873,255,0.000808,0.000656,0.000152,60,786,0,0,1,1,0,0,0,0,Normal,0
3.2714,tcp,http,FIN,60,16,68197,698,22.925964,163993.4,1601.7607,27,1,55.447456,213.52121,8398.989,430.94208,255,2902007037,461758992,255,0.135445,0.067619,0.067826,1137,44,1,0,1,1,0,0,1,0,Normal,0
5.87402,tcp,-,FIN,438,858,24640,1094788,220.4623,33481.668,1489287.4,38,390,13.471823,6.853591,5154.8247,3676.3708,255,2404658628,264433041,255,0.000621,0.00049,0.000131,56,1276,0,0,2,1,0,0,0,0,Normal,0
3.781013,tcp,-,FIN,222,438,12830,548216,174.29192,27025.562,1157287.8,21,197,17.10728,8.651144,5588.268,3982.8801,255,1837569498,1842589473,255,0.000573,0.00046,0.000113,58,1252,0,0,1,1,0,0,0,0,Normal,0
0.021094,tcp,-,FIN,48,50,2974,30506,4598.464,1104769.1,11338200.0,7,18,0.441809,0.417878,26.964426,26.649418,255,3101144015,956074198,255,0.000767,0.000609,0.000158,62,610,0,0,1,1,0,0,0,0,Normal,0
1.647142,tcp,-,FIN,10,8,534,354,10.320907,2336.1677,1505.6382,2,1,177.26334,220.34158,10391.12,399.658,255,4219828404,2787129590,255,0.195633,0.104748,0.090885,53,44,0,0,1,1,0,0,0,0,Normal,0
7e-06,udp,-,INT,2,0,1064,0,142857.14,608000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,1,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.758,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,0,0,0,1,Normal,0
1.005898,tcp,http,FIN,12,18,1580,10168,28.829962,11524.031,76381.5,3,5,91.41427,59.138824,9529.907,7676.1113,255,1911878578,1912931204,255,0.000661,0.000534,0.000127,132,565,1,3924,1,1,0,0,1,0,Normal,0
0.015944,tcp,-,FIN,48,50,2974,30506,6083.793,1461615.6,15000501.0,7,18,0.339761,0.312714,19.053453,17.732967,255,366478744,2516359309,255,0.000752,0.000611,0.000141,62,610,0,0,1,1,0,0,0,0,Normal,0
0.005454,tcp,-,FIN,22,24,2054,2478,8250.825,2876421.0,3483681.8,6,6,0.243619,0.212174,14.889179,12.605692,255,2725346437,576067615,255,0.000696,0.000566,0.00013,93,103,0,0,1,1,0,0,0,0,Normal,0
0.448989,tcp,-,FIN,10,6,486,268,33.40839,7804.2,3991.189,2,1,47.802113,71.045204,2517.2942,114.586494,255,64124956,459868261,255,0.168677,0.093754,0.074923,49,45,0,0,2,1,0,0,0,0,Normal,0
0.025891,tcp,-,FIN,48,50,2958,33044,3746.4756,895137.3,10006257.0,7,18,0.544213,0.528729,32.80169,33.885174,255,1402858659,3583893786,255,0.000627,0.000509,0.000118,62,661,0,0,1,1,0,0,0,0,Normal,0
1.007631,tcp,http,FIN,14,18,1684,10168,30.765232,12417.245,76250.14,3,5,83.94025,59.24353,9124.132,7675.241,255,2168288561,2165190808,255,0.000584,0.000488,9.6e-05,120,565,1,3924,2,1,0,0,1,0,Normal,0
0.141216,udp,-,CON,4,4,528,304,49.569454,22433.719,12916.384,0,0,15.011333,34.36233,21.21721,48.58295,0,0,0,0,0.0,0.0,0.0,132,76,0,0,1,1,0,0,0,0,Normal,0
0.526445,tcp,-,FIN,22,24,1958,2308,85.47902,28401.828,33614.15,6,6,25.047712,23.901817,1631.7717,1580.0719,255,3943437436,1798361082,255,0.000722,0.000596,0.000126,89,96,0,0,1,1,0,0,0,0,Normal,0
0.019152,tcp,-,FIN,16,18,1540,1644,1723.0576,603174.56,648705.06,4,4,1.2544,1.099,78.07481,2.534369,255,3087455971,946822229,255,0.000589,0.000466,0.000123,96,91,0,0,2,1,0,0,0,0,Normal,0
0.07491,tcp,-,FIN,50,50,3062,33044,1321.5859,320491.25,3458443.5,7,18,1.520469,1.519102,87.42526,2.266997,255,2115114228,38732153,255,0.000593,0.000471,0.000122,61,661,0,0,1,1,0,0,0,0,Normal,0
0.342536,tcp,smtp,FIN,52,38,37230,3172,259.8267,852815.44,72144.24,18,8,6.84382,9.242729,903.9741,32.132313,255,1625303347,3771826893,255,0.000697,0.00055,0.000147,716,83,0,0,1,1,0,0,0,0,Normal,0
0.022399,tcp,smtp,FIN,52,42,37358,3380,4151.9707,13086298.0,1178624.0,18,8,0.44112,0.532878,22.858877,0.944572,255,4239393089,2090968263,255,0.000698,0.000545,0.000153,718,80,0,0,1,1,0,0,0,0,Normal,0
0.001114,udp,dns,CON,2,2,132,164,2692.9983,473967.7,588868.94,0,0,0.01,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,1,0,0,0,0,Normal,0
1.328596,tcp,-,FIN,16,12,986,642,20.322205,5569.7896,3546.601,5,3,86.74634,115.34518,5595.1636,143.02377,255,1461558663,1548114524,255,0.131074,0.059796,0.071278,62,54,0,0,1,1,0,0,0,0,Normal,0
1e-06,udp,-,INT,2,0,78,0,1000000.0,312000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,2,1,0,0,0,0,Normal,0
0.002912,tcp,ftp-data,FIN,6,8,320,1882,4464.2856,733516.5,4524725.0,1,2,0.5132,0.341429,28.305279,0.559245,255,4137425419,4141317689,255,0.000667,0.000519,0.000148,53,235,0,0,1,1,0,0,0,0,Normal,0
0.018201,tcp,-,FIN,16,18,1540,1644,1813.0873,634690.44,682599.9,4,4,1.191,1.043235,72.04529,2.220481,255,1424651184,3574012346,255,0.000572,0.00046,0.000112,96,91,0,0,12,1,0,0,0,0,Normal,0
0.001047,udp,dns,CON,2,2,146,178,2865.3293,557784.1,680038.2,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.830804,tcp,-,FIN,122,126,7816,15092,297.30237,74645.766,144178.4,30,32,6.863397,6.639952,436.0444,432.5424,255,2472522168,2477724610,255,0.00094,0.000809,0.000131,64,120,0,0,1,1,0,0,0,0,Normal,0
0.443473,tcp,-,CON,6,2,978,86,15.784501,14702.135,775.69543,2,1,88.6946,0.002,4504.107,0.0,255,2923066055,556158960,255,0.182058,0.137679,0.044379,163,43,0,0,2,1,0,0,0,0,Normal,0
0.007327,tcp,ssh,FIN,32,26,3728,5578,7779.446,3943769.5,5856694.5,7,7,0.236355,0.26252,13.851598,0.415259,255,1659648420,1660520444,255,0.000733,0.000593,0.00014,117,215,0,0,1,1,0,0,0,0,Normal,0
0.000923,udp,dns,CON,2,2,146,178,3250.271,632719.4,771397.6,0,0,0.004,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
