dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_src_dport_ltm,ct_dst_sport_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label
0.069001,tcp,-,FIN,48,50,2958,33044,1405.7769,335879.22,3754612.5,7,18,1.461277,1.396204,81.94897,80.439674,255,3718747027,3770657742,255,0.000698,0.000583,0.000115,62,661,0,0,1,1,0,0,0,0,Normal,0
0.001035,udp,dns,CON,2,2,146,178,2898.5508,564251.25,687922.75,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.006057,tcp,ssh,FIN,32,24,3728,5474,9080.403,4770678.5,6928843.0,7,7,0.2019,0.23087,12.584632,0.34075,255,3856606839,3861132223,255,0.000744,0.000617,0.000127,117,228,0,0,1,1,0,0,0,0,Normal,0
0.035879,tcp,-,FIN,68,70,4014,59460,3818.3894,881852.9,13068591.0,7,28,0.53091,0.512667,0.0,29.85051,255,1963638510,1975905956,255,0.000627,0.000501,0.000126,59,849,0,0,1,1,0,0,0,0,Normal,0
0.425263,tcp,-,FIN,10,6,534,268,35.27229,9048.519,4213.8633,2,1,47.239445,69.195206,2556.1663,111.03365,255,4257706291,1142293754,255,0.109108,0.079278,0.02983,53,45,0,0,1,1,0,0,0,0,Normal,0
0.95572,tcp,ftp,FIN,52,54,2934,3742,109.864815,24090.738,30745.406,11,15,18.733295,18.022207,1451.911,53.043255,255,3789156015,3802113773,255,0.00068,0.000539,0.000141,56,69,0,0,1,1,1,1,0,0,Normal,0
0.036917,tcp,-,FIN,28,42,2198,34406,1869.0576,459408.94,7278381.0,5,15,1.356,0.91125,75.13558,63.79151,255,234978209,2383792670,255,0.000586,0.000464,0.000122,79,819,0,0,8,1,0,0,0,0,Normal,0
2.368016,tcp,http,FIN,330,746,17642,1087890,453.96652,59421.895,3670353.5,2,370,7.218595,3.177811,437.1867,269.3918,255,3750077710,1607397803,255,0.000639,0.000514,0.000125,53,1458,1,524288,1,1,0,0,1,0,Normal,0
0.018053,tcp,-,FIN,16,18,1540,1644,1827.9509,639893.6,688195.8,4,4,1.182067,1.035294,72.74343,1.969613,255,1327497873,3484923301,255,0.000564,0.00045,0.000114,96,91,0,0,5,1,0,0,0,0,Normal,0
0.124312,udp,-,CON,4,4,568,304,56.309933,27414.893,14672.759,0,0,36.340332,24.317333,51.383095,34.38283,0,0,0,0,0.0,0.0,0.0,142,76,0,0,1,1,0,0,0,0,Normal,0
0.693589,tcp,-,FIN,10,8,534,354,24.510195,5547.9546,3575.6047,2,1,73.282776,86.55686,4382.8677,155.76566,255,1637812622,882417154,255,0.186307,0.08769,0.098617,53,44,0,0,1,1,0,0,0,0,Normal,0
0.004068,tcp,-,FIN,12,12,1064,2260,5653.8843,1919370.8,4074729.8,4,4,0.337818,0.315273,16.768223,0.3878,255,2785261327,2785559619,255,0.000739,0.000591,0.000148,89,188,0,0,1,1,0,0,0,0,Normal,0
0.588766,tcp,-,FIN,12,8,998,726,32.270885,12432.783,8641.804,3,2,53.52418,71.61571,2949.976,117.31327,255,3300760289,1310144062,255,0.090109,0.054197,0.035912,83,91,0,0,1,1,0,0,0,0,Normal,0
11.666516,tcp,-,REQ,8,0,360,0,0.600008,216.00278,0.0,7,0,1666.6451,0.0,3288.945,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,1,1,0,0,0,0,Normal,0
1.002805,tcp,-,FIN,14,6,8834,268,18.946854,65440.44,1786.9875,4,1,75.095535,179.9256,4974.437,299.80618,255,2807987587,3380024163,255,0.197516,0.103174,0.094342,631,45,0,0,1,1,0,0,0,0,Normal,0
1.1e-05,udp,-,INT,2,0,1064,0,90909.09,386909100.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,14,1,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.44,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,0,0,0,1,Normal,0
1.007901,tcp,http,FIN,14,18,1684,10168,30.75699,12413.918,76229.71,3,5,77.50493,59.25647,8766.759,7675.929,255,3517204594,1368620211,255,0.00066,0.000537,0.000123,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.019883,tcp,-,FIN,48,50,2958,33044,4878.5396,1165618.9,13029825.0,7,18,0.434178,0.403146,0.0,24.95312,255,1304132963,1322657021,255,0.000652,0.000529,0.000123,62,661,0,0,1,1,0,0,0,0,Normal,0
0.282777,tcp,-,CON,6,2,986,86,24.754488,23255.072,1216.5062,2,1,56.5554,0.002,3538.5173,0.0,255,3572926862,1188894222,255,0.247786,0.137459,0.110327,164,43,0,0,3,1,0,0,0,0,Normal,0
9.859676,tcp,-,REQ,12,0,540,0,1.115655,401.6359,0.0,11,0,896.33417,0.0,1629.3027,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,2,2,0,0,0,0,Normal,0
0.007968,tcp,ssh,FIN,32,26,3728,5578,7153.6143,3626506.0,5385542.0,7,7,0.257032,0.26668,14.912901,0.389508,255,3951472102,3952076492,255,0.001323,0.001166,0.000157,117,215,0,0,1,1,0,0,0,0,Normal,0
1.438531,tcp,-,FIN,12,10,980,826,14.598225,4999.5444,4137.554,3,2,130.77554,146.02844,7343.607,217.65102,255,648742969,1315172280,255,0.199032,0.123565,0.075467,82,83,0,0,1,1,0,0,0,0,Normal,0
0.003403,udp,dns,CON,2,2,130,162,881.5751,152806.34,190420.22,0,0,0.001,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
0.125588,tcp,-,FIN,24,24,2158,2478,374.23956,131796.03,151288.34,6,6,5.445391,5.434087,417.29355,11.955553,255,395373233,2545250145,255,0.000734,0.000595,0.000139,90,103,0,0,1,1,0,0,0,0,Normal,0
0.790765,tcp,-,FIN,122,126,7814,14990,312.35577,78405.09,150456.84,30,32,6.5868,6.424634,432.40314,430.4045,255,1232627924,1234088901,255,0.000644,0.000527,0.000117,64,119,0,0,1,1,0,0,0,0,Normal,0
0.016883,tcp,-,FIN,48,50,2958,32642,5745.4243,1372741.8,15158443.0,7,18,0.36013,0.333592,0.0,19.401169,255,1636917282,3796984110,255,0.000657,0.000533,0.000124,62,653,0,0,1,1,0,0,0,0,Normal,0
0.124262,udp,-,CON,4,4,568,320,56.33259,27425.924,15451.225,0,0,36.65867,23.661,51.830456,33.456757,0,0,0,0,0.0,0.0,0.0,142,80,0,0,1,1,0,0,0,0,Normal,0
8e-06,tcp,-,REQ,2,0,90,0,125000.0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,1,1,0,0,0,0,Normal,0
0.001704,udp,-,CON,4,4,544,304,4107.981,1915492.9,1070422.5,0,0,0.440333,0.220667,0.617776,0.289636,0,0,0,0,0.0,0.0,0.0,136,76,0,0,1,1,0,0,0,0,Normal,0
0.137088,tcp,-,FIN,16,18,1540,1644,240.72128,84267.04,90627.914,4,4,9.766714,7.999059,656.1521,16.430443,255,2126975972,3090208056,255,0.00123,0.001104,0.000126,96,91,0,0,3,1,0,0,0,0,Normal,0
1.54024,tcp,http,FIN,10,10,846,1380,12.335739,3957.8247,6450.9424,2,2,171.13777,164.82222,9947.947,303.70822,255,545610484,1765953420,255,0.13347,0.056075,0.077395,85,138,1,139,1,1,0,0,4,0,Normal,0
0.22383,tcp,ftp-data,FIN,14,6,8928,320,84.88585,296332.03,9542.957,4,1,17.217691,44.6338,1553.9326,66.40778,255,3853848017,1909135580,255,0.000653,0.000525,0.000128,638,53,0,0,1,1,0,0,0,0,Normal,0
0.458092,tcp,-,FIN,28,30,4616,3080,124.42915,77748.57,52007.02,7,7,16.95463,15.777621,1031.7845,27.028805,255,291487571,2444241140,255,0.000677,0.000535,0.000142,165,103,0,0,1,1,0,0,0,0,Normal,0
0.001037,udp,dns,CON,2,2,146,178,2892.9604,563163.0,686595.94,0,0,0.007,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.019945,tcp,-,FIN,16,18,1540,1644,1654.55,579192.8,622913.0,4,4,1.402857,1.145765,86.047646,2.118128,255,1049948097,3200348488,255,0.000584,0.000464,0.00012,96,91,0,0,5,1,0,0,0,0,Normal,0
0.000996,udp,dns,CON,2,2,146,178,3012.048,586345.4,714859.44,0,0,0.002,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.869102,tcp,-,FIN,28,30,4616,3080,65.58494,40980.23,27412.203,7,7,32.17722,29.949759,2300.1553,63.251995,255,547762580,550934459,255,0.000696,0.000556,0.00014,165,103,0,0,1,1,0,0,0,0,Normal,0
6.675204,tcp,-,FIN,236,438,13558,548216,100.82089,16180.4795,655518.56,21,197,28.403753,15.273908,9823.399,7200.3105,255,71753580,2284632031,255,0.000608,0.000497,0.000111,57,1252,0,0,1,1,0,0,0,0,Normal,0
0.046435,tcp,ftp-data,FIN,6,8,320,1946,279.96124,45999.785,293399.38,1,2,9.224,6.565571,643.6682,15.763128,255,2061456791,4223019754,255,0.000593,0.000472,0.000121,53,243,0,0,1,1,0,0,0,0,Normal,0
1.48972,tcp,ssh,FIN,70,66,12472,13028,90.621056,66020.46,68904.23,17,17,21.590145,22.9088,1487.3424,0.0,255,1280047870,1280350404,255,0.000894,0.000525,0.000369,178,197,0,0,1,1,0,0,0,0,Normal,0
1.009051,tcp,http,FIN,14,18,1684,10168,30.721937,12399.7705,76142.836,3,5,77.59015,59.324528,8774.514,7682.6597,255,2009821145,4160435107,255,0.000675,0.00053,0.000145,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.001025,udp,dns,CON,2,2,130,162,2926.8293,507317.06,632195.1,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,1,0,0,0,0,Normal,0
0.016815,tcp,-,FIN,48,50,2958,32642,5768.659,1378293.2,15219745.0,7,18,0.35117,0.340271,19.803543,19.530022,255,3141773758,1011668086,255,0.000605,0.000479,0.000126,62,653,0,0,1,1,0,0,0,0,Normal,0
1.170247,tcp,ftp,FIN,12,12,2616,682,19.65397,16393.121,4279.4385,3,4,106.38609,101.75937,5924.2085,151.93501,255,2264141294,4244731083,255,0.129625,0.049669,0.079956,218,57,0,0,1,1,0,0,0,0,Normal,0
0.2368,tcp,-,FIN,24,24,4632,2768,198.47974,149966.22,89628.375,7,7,10.278347,10.274608,759.78204,21.567581,255,1601718053,3750480281,255,0.000618,0.00048,0.000138,193,115,0,0,1,1,0,0,0,0,Normal,0
0.783067,tcp,-,FIN,10,6,718,268,19.155449,6609.907,2288.4377,2,1,82.97,130.92839,4659.881,213.80322,255,1186337216,2946122872,255,0.260205,0.128416,0.131789,72,45,0,0,1,1,0,0,0,0,Normal,0
0.017032,tcp,-,FIN,48,50,2958,33044,5695.162,1360732.8,15210898.0,7,18,0.353617,0.335612,19.572605,18.816977,255,2465088814,334395578,255,0.000732,0.000583,0.000149,62,661,0,0,1,1,0,0,0,0,Normal,0
8e-06,tcp,-,REQ,2,0,90,0,125000.0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,1,1,0,0,0,0,Normal,0
0.800565,tcp,http,FIN,10,8,848,1118,21.235003,7634.608,9783.091,2,2,88.95167,91.55171,4679.8345,169.11104,255,2235778262,2772452965,255,0.173464,0.129934,0.04353,85,140,0,0,1,1,0,0,0,0,Normal,0
0.038893,tcp,-,FIN,68,68,4030,57474,3471.0618,816805.1,11648163.0,7,27,0.575403,0.573104,32.431755,0.872091,255,706879728,719813778,255,0.000612,0.000492,0.00012,59,845,0,0,1,1,0,0,0,0,Normal,0
0.10193,tcp,-,FIN,52,54,3182,39076,1030.1187,244952.42,3010144.2,7,20,1.992392,1.949981,0.0,116.11039,255,528674146,2678494584,255,0.000683,0.000527,0.000156,61,724,0,0,1,1,0,0,0,0,Normal,0
0.013304,tcp,-,FIN,16,18,1540,1644,2480.457,868310.3,933854.5,4,4,0.8656,0.742824,58.73923,1.355573,255,2429687134,290548020,255,0.000815,0.000672,0.000143,96,91,0,0,3,1,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.758,0.0,10.954521,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,0,0,0,1,Normal,0
0.249697,tcp,ssh,FIN,32,24,3728,5474,220.26697,115724.26,168075.7,7,7,8.054742,10.824521,532.7782,16.367662,255,481313966,481614921,255,0.000748,0.000603,0.000145,117,228,0,0,1,1,0,0,0,0,Normal,0
0.037132,udp,-,CON,4,4,536,304,188.51665,86609.94,49122.055,0,0,7.008,7.986,9.898788,11.282596,0,0,0,0,0.0,0.0,0.0,134,76,0,0,1,1,0,0,0,0,Normal,0
0.023538,tcp,ftp,FIN,52,54,2934,3742,4460.8716,978162.94,1248364.2,11,15,0.474041,0.434151,33.086246,0.77225,255,3405918561,3406950663,255,0.000653,0.000525,0.000128,56,69,0,0,1,1,1,1,0,0,Normal,0
0.550804,tcp,-,FIN,16,18,1540,1644,59.91242,20972.977,22556.117,4,4,36.6982,32.37153,3595.946,73.22994,255,2839131257,953210917,255,0.000625,0.000487,0.000138,96,91,0,0,10,1,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.715,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,0,0,0,1,Normal,0
0.004156,tcp,-,FIN,22,14,1470,1728,8421.56,2702598.8,3089509.2,5,4,0.197905,0.265,12.147347,0.353263,255,4085209144,4081317585,255,0.000711,0.000585,0.000126,67,123,0,0,1,1,0,0,0,0,Normal,0
0.018338,tcp,-,FIN,16,18,1540,1644,1799.5419,629948.75,677500.25,4,4,1.2016,1.050647,73.03556,2.256671,255,667496845,2821076529,255,0.000594,0.000472,0.000122,96,91,0,0,6,1,0,0,0,0,Normal,0
0.006957,tcp,ssh,FIN,32,24,3728,5474,7905.7065,4153514.2,6032485.0,7,7,0.2319,0.268696,14.484503,0.403772,255,1115889735,3265836084,255,0.000794,0.000638,0.000156,117,228,0,0,1,1,0,0,0,0,Normal,0
0.005932,tcp,-,FIN,22,24,1920,4312,7585.9746,2472016.2,5573837.0,6,6,0.263048,0.231739,16.202282,13.248038,255,2364292623,215012631,255,0.000735,0.000592,0.000143,87,180,0,0,1,1,0,0,0,0,Normal,0
1.529989,tcp,ssh,FIN,108,114,9504,12298,144.44548,49234.34,63744.25,26,31,14.296065,13.529885,861.24725,836.7087,255,3889387208,1744279035,255,0.001223,0.001105,0.000118,88,108,0,0,1,1,0,0,0,0,Normal,0
0.094866,tcp,-,FIN,22,14,1470,1728,368.94147,118398.586,135348.81,5,4,4.517429,7.249308,411.76895,15.10991,255,920791061,921051906,255,0.000953,0.000507,0.000446,67,123,0,0,1,1,0,0,0,0,Normal,0
0.001017,udp,dns,CON,2,2,146,178,2949.8528,574238.0,700098.4,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.004975,tcp,-,FIN,22,14,1470,1728,7035.176,2257688.5,2580904.5,5,4,0.236905,0.284769,14.408533,0.374104,255,2767789403,618512628,255,0.000772,0.000625,0.000147,67,123,0,0,1,1,0,0,0,0,Normal,0
4e-06,udp,-,INT,2,0,1064,0,250000.0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,10,1,0,0,0,0,Normal,0
0.037088,udp,-,CON,4,4,528,304,188.7403,85418.47,49180.33,0,0,6.992667,7.995333,9.887003,11.294381,0,0,0,0,0.0,0.0,0.0,132,76,0,0,1,1,0,0,0,0,Normal,0
0.018997,tcp,-,FIN,40,42,2542,23508,4263.831,1043954.25,9664263.0,7,14,0.47859,0.450902,27.601149,25.548595,255,1463645349,3629553349,255,0.000629,0.000507,0.000122,64,560,0,0,1,1,0,0,0,0,Normal,0
0.675999,tcp,-,FIN,16,8,9514,354,34.02372,105562.29,3668.6445,5,1,43.117466,85.00343,3085.239,149.89293,255,591804720,127938746,255,0.127912,0.080968,0.046944,595,44,0,0,1,1,0,0,0,0,Normal,0
0.193769,tcp,-,CON,6,2,986,86,36.125492,33937.316,1775.3098,2,1,38.7538,0.008,2443.5745,0.0,255,3391015050,3183958945,255,0.171343,0.120903,0.05044,164,43,0,0,4,1,0,0,0,0,Normal,0
1.285229,tcp,-,FIN,10,8,534,354,13.227215,2994.019,1929.6173,2,1,138.6679,176.60387,8753.196,262.6829,255,25493425,1616474213,255,0.095552,0.048993,0.046559,53,44,0,0,1,1,0,0,0,0,Normal,0
0.001029,udp,dns,CON,2,2,132,164,2915.452,513119.53,637512.1,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,1,0,0,0,0,Normal,0
1.021662,tcp,http,FIN,14,18,1684,10168,30.342716,12246.712,75202.95,3,5,78.56284,59.993057,8770.054,7683.4956,255,1450962448,3601744316,255,0.003628,0.001777,0.001851,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.004694,tcp,-,FIN,18,18,3936,2456,7456.3276,6336600.0,3953984.0,7,7,0.257824,0.247353,12.879238,0.324671,255,1115996345,1119058364,255,0.000605,0.000484,0.000121,219,136,0,0,1,1,0,0,0,0,Normal,0
9e-06,udp,-,INT,2,0,78,0,111111.11,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,1,1,0,0,0,0,Normal,0
0.842641,tcp,http,FIN,10,10,822,1148,22.548155,7025.5303,9816.755,2,2,93.615776,87.10145,6036.3,122.3115,255,392929900,69115753,255,0.135908,0.058725,0.077183,82,115,1,128,1,1,0,0,1,0,Normal,0
0.016126,tcp,-,FIN,48,50,2958,32642,6015.131,1437182.2,15870024.0,7,18,0.336681,0.317612,18.34239,17.689384,255,176257384,191991335,255,0.000691,0.00056,0.000131,62,653,0,0,1,1,0,0,0,0,Normal,0
0.000981,udp,dns,CON,2,2,146,178,3058.104,595310.9,725790.0,0,0,0.003,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
1.02782,tcp,http,FIN,14,18,1684,10168,30.160923,12173.338,74752.39,3,5,79.03646,60.43188,8767.364,7676.942,255,3285403149,1140998204,255,0.000613,0.000475,0.000138,120,565,1,3924,1,1,0,0,1,0,Normal,0
0.001057,udp,dns,CON,2,2,146,178,2838.2214,552507.06,673604.5,0,0,0.004,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
0.221539,tcp,ftp-data,FIN,14,6,8928,320,85.76368,299396.5,9641.643,4,1,17.041462,44.187603,1549.9095,65.86737,255,1644039510,4090260262,255,0.000609,0.000482,0.000127,638,53,0,0,1,1,0,0,0,0,Normal,0
0.195222,tcp,-,FIN,22,24,2054,2478,230.5068,80359.8,97325.09,6,6,9.279524,8.457348,536.3038,509.7894,255,1645830377,3795785338,255,0.000863,0.000702,0.000161,93,103,0,0,2,1,0,0,0,0,Normal,0
0.034492,udp,-,CON,4,4,568,320,202.9456,98805.516,55665.082,0,0,6.328333,10.986667,8.93618,15.526887,0,0,0,0,0.0,0.0,0.0,142,80,0,0,1,1,0,0,0,0,Normal,0
2.057886,tcp,ftp,FIN,52,54,2934,3742,51.023235,11188.181,14278.731,11,15,41.151237,39.56577,3494.4639,88.140884,255,59396881,2274053600,255,0.000582,0.00046,0.000122,56,69,0,0,1,1,1,1,0,0,Normal,0
0.036195,udp,-,CON,4,4,520,304,193.39688,86199.76,50393.703,0,0,6.666,7.705333,9.416541,10.887088,0,0,0,0,0.0,0.0,0.0,130,76,0,0,1,1,0,0,0,0,Normal,0
1.083437,tcp,-,CON,6,2,978,86,6.46092,6017.8857,317.5081,2,1,216.6874,0.004,11126.717,0.0,255,3006383196,2825571801,255,0.668894,0.394864,0.27403,163,43,0,0,1,1,0,0,0,0,Normal,0
0.223367,tcp,ftp-data,FIN,14,6,8928,320,85.061806,296946.28,9562.737,4,1,17.182077,44.542,1592.7382,68.20008,255,1261032338,3794607910,255,0.000674,0.000536,0.000138,638,53,0,0,1,1,0,0,0,0,Normal,0
0.00103,udp,dns,CON,2,2,146,178,2912.6213,566990.25,691262.1,0,0,0.008,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,1,0,0,0,0,Normal,0
0.010967,tcp,-,FIN,34,36,2230,13500,6291.602,1579283.2,9574177.0,7,11,0.321879,0.293371,22.27693,21.75028,255,3559624658,3559925593,255,0.000814,0.000691,0.000123,66,375,0,0,1,1,0,0,0,0,Normal,0
58.814648,tcp,-,FIN,20,20,1216,1292,0.6631,157.23975,167.03322,6,7,3095.5078,3091.638,415550.78,12806.112,255,3666770874,1184103165,255,0.11593,0.060964,0.054966,61,65,0,0,1,1,0,0,0,0,Normal,0
0.26037,tcp,ssh,FIN,32,24,3728,5474,211.23787,110980.53,161186.02,7,7,8.399032,11.289131,556.93066,17.081827,255,4095431601,1950457658,255,0.000718,0.000599,0.000119,117,228,0,0,1,1,0,0,0,0,Normal,0
0.046671,tcp,ftp-data,FIN,6,8,320,1932,278.54556,45767.18,289858.8,1,2,9.2706,6.589857,645.81903,15.818208,255,2695381491,552937166,255,0.000672,0.000539,0.000133,53,242,0,0,1,1,0,0,0,0,Normal,0
0.224444,tcp,ftp-data,FIN,14,6,8928,320,84.65363,295521.38,9516.851,4,1,17.264923,44.7528,1592.7804,68.284874,255,2140671713,618349668,255,0.000694,0.000557,0.000137,638,53,0,0,1,1,0,0,0,0,Normal,0
0.018331,tcp,ssh,FIN,106,114,9400,12298,11946.975,4063935.2,5320386.0,26,31,0.176686,0.167292,10.796977,10.409177,255,2106974139,2107275585,255,0.000734,0.000588,0.000146,89,108,0,0,1,1,0,0,0,0,Normal,0
0.002,udp,-,CON,4,4,536,304,3499.9998,1607999.9,911999.94,0,0,0.544667,0.192,0.764618,0.267996,0,0,0,0,0.0,0.0,0.0,134,76,0,0,1,1,0,0,0,0,Normal,0
7e-06,udp,-,INT,2,0,1064,0,142857.14,608000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,12,1,0,0,0,0,Normal,0
0.020827,tcp,-,FIN,52,54,3182,39076,5041.5327,1198828.5,14732031.0,7,20,0.40998,0.36583,21.778267,20.401339,255,1636681041,1637265448,255,0.001583,0.00143,0.000153,61,724,0,0,1,1,0,0,0,0,Normal,0
0.048777,tcp,-,FIN,66,68,3926,57474,2726.695,634233.4,9287820.0,7,27,0.756719,0.731864,0.0,50.008377,255,327011330,2494309455,255,0.000584,0.00047,0.000114,59,845,0,0,1,1,0,0,0,0,Normal,0
0.0,arp,-,INT,1,0,46,0,0.0,0.0,0.0,0,0,60000.72,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,1,0,0,0,1,Normal,0
1.107082,tcp,http,FIN,12,18,1580,10168,26.194988,10470.769,69400.46,3,5,100.611275,65.091415,9578.087,7747.2188,255,3932928754,1784352695,255,0.000652,0.000524,0.000128,132,565,1,3924,1,1,0,0,1,0,Normal,0
0.397278,udp,-,CON,4,4,568,320,17.619904,8578.376,4832.8877,0,0,122.65366,99.319,173.44435,140.4519,0,0,0,0,0.0,0.0,0.0,142,80,0,0,1,1,0,0,0,0,Normal,0
1.23456,tcp,ftp,FIN,52,54,2934,3740,85.050545,18649.559,23788.232,11,15,24.20092,23.28468,1995.0581,59.228817,255,2151744991,2158175137,255,0.000589,0.000468,0.000121,56,69,0,0,1,1,1,1,0,0,Normal,0
0.210078,udp,-,CON,4,4,520,304,33.320957,14851.627,8682.489,0,0,65.00633,15.998,91.921524,22.62176,0,0,0,0,0.0,0.0,0.0,130,76,0,0,1,1,0,0,0,0,Normal,0
0.004101,tcp,-,FIN,22,14,1470,1728,8534.504,2738844.2,3130943.8,5,4,0.195286,0.268538,12.079779,0.350786,255,2533345722,383997296,255,0.0006,0.000486,0.000114,67,123,0,0,1,1,0,0,0,0,Normal,0
0.021278,tcp,smtp,FIN,52,42,37230,3380,4370.7114,13728734.0,1240718.1,18,8,0.410588,0.50561,21.873802,0.870795,255,34715570,35729702,255,0.000691,0.000543,0.000148,716,80,0,0,2,1,0,0,0,0,Normal,0
0.001053,udp,dns,CON,2,2,146,178,2849.003,554605.9,676163.4,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,1,0,0,0,0,Normal,0
